name,lon_lat,coor_type,category
حمى الشرمان,"[[40.884826, 20.609407]]",POINT,أسماء ثانوية
حمى الطوال,"[[40.827148, 20.774589]]",POINT,أسماء ثانوية
حمى الغفره,"[[40.983102, 20.618012]]",POINT,أسماء ثانوية
الواسطة,"[[39.444437, 22.455561]]",POINT,أسماء ثانوية
الوركاء,"[[40.253606, 21.288049]]",POINT,أسماء ثانوية
الوزه,"[[39.420662, 22.524827]]",POINT,أسماء ثانوية
الوسق,"[[39.48334, 22.041664]]",POINT,أسماء ثانوية
الوسقه,"[[39.370472, 22.553923]]",POINT,أسماء ثانوية
الوعير,"[[39.208338, 22.700007]]",POINT,أسماء ثانوية
الوكرة,"[[39.558334, 22.106938]]",POINT,أسماء ثانوية
الوهط,"[[40.347955, 21.207669]]",POINT,أسماء ثانوية
ام الخضيري,"[[39.177547, 21.167328]]",POINT,أسماء ثانوية
ام السباع,"[[40.01873, 22.091661]]",POINT,أسماء ثانوية
ام الشبرم,"[[39.489176, 21.598327]]",POINT,أسماء ثانوية
ام الطين,"[[39.128988, 23.142486]]",POINT,أسماء ثانوية
ام اليتامى,"[[39.432871, 22.820363]]",POINT,أسماء ثانوية
ام راكه,"[[39.37397, 22.499292]]",POINT,أسماء ثانوية
ام قرين,"[[40.024159, 22.09548]]",POINT,أسماء ثانوية
ام لخ,"[[42.002106, 22.783349]]",POINT,أسماء ثانوية
ام نخله,"[[39.523981, 22.445991]]",POINT,أسماء ثانوية
ام هشيم,"[[39.454715, 21.604722]]",POINT,أسماء ثانوية
ايهالا,"[[39.813638, 22.168415]]",POINT,أسماء ثانوية
الفيضه الجديده,"[[39.382489, 21.962786]]",POINT,أسماء ثانوية
الفيضه القديمه,"[[39.388325, 21.980724]]",POINT,أسماء ثانوية
القائمة,"[[39.366674, 22.163887]]",POINT,أسماء ثانوية
القاحة,"[[40.439343, 22.112861]]",POINT,أسماء ثانوية
القاع البراق,"[[41.981163, 21.419735]]",POINT,أسماء ثانوية
القبلة,"[[39.82619, 21.422503]]",POINT,أسماء ثانوية
القدار,"[[40.799253, 20.9726]]",POINT,أسماء ثانوية
القديمات,"[[39.573612, 22.12889]]",POINT,أسماء ثانوية
القرفة,"[[40.870106, 20.481584]]",POINT,أسماء ثانوية
القرن,"[[39.883311, 23.026507]]",POINT,أسماء ثانوية
القريعه,"[[40.863133, 20.668952]]",POINT,أسماء ثانوية
القصيبه,"[[39.29728, 23.056934]]",POINT,أسماء ثانوية
القضيمه,"[[39.233787, 22.493327]]",POINT,أسماء ثانوية
القطار,"[[39.690363, 21.751642]]",POINT,أسماء ثانوية
القطيعاء,"[[39.133322, 22.69166]]",POINT,أسماء ثانوية
القعبه,"[[39.492373, 22.364581]]",POINT,أسماء ثانوية
القوز,"[[39.391179, 22.018318]]",POINT,أسماء ثانوية
القوقاء,"[[39.886959, 22.201803]]",POINT,أسماء ثانوية
القيد,"[[39.233293, 22.545683]]",POINT,أسماء ثانوية
الكامل,"[[39.793961, 22.263923]]",POINT,أسماء ثانوية
الكحيلية,"[[39.562497, 22.087498]]",POINT,أسماء ثانوية
الكديد,"[[39.56666, 21.983321]]",POINT,أسماء ثانوية
الكراع,"[[42.74158, 21.528118]]",POINT,أسماء ثانوية
الكرشه,"[[39.368906, 22.142858]]",POINT,أسماء ثانوية
الكريمية,"[[39.416671, 22.427216]]",POINT,أسماء ثانوية
الكلبه,"[[39.912815, 22.732086]]",POINT,أسماء ثانوية
الكنب,"[[39.785614, 22.737343]]",POINT,أسماء ثانوية
الكويسية,"[[39.350839, 22.113333]]",POINT,أسماء ثانوية
اللبده,"[[39.397745, 22.148674]]",POINT,أسماء ثانوية
اللحي,"[[39.636118, 22.119448]]",POINT,أسماء ثانوية
اللحيان,"[[39.516664, 22.033339]]",POINT,أسماء ثانوية
اللعب,"[[38.917222, 22.993891]]",POINT,أسماء ثانوية
اللواحج,"[[40.767946, 20.441329]]",POINT,أسماء ثانوية
اللوية,"[[41.219716, 23.010285]]",POINT,أسماء ثانوية
المازنية,"[[39.73697, 23.020713]]",POINT,أسماء ثانوية
المتلوي,"[[39.530096, 22.164252]]",POINT,أسماء ثانوية
المحرق,"[[39.411113, 22.136121]]",POINT,أسماء ثانوية
المحرق الاسفل,"[[40.251117, 21.168058]]",POINT,أسماء ثانوية
المحرق الاعلى,"[[40.245881, 21.169989]]",POINT,أسماء ثانوية
المحماة,"[[39.427786, 22.152772]]",POINT,أسماء ثانوية
المدانة,"[[39.446218, 22.227402]]",POINT,أسماء ثانوية
المدري,"[[39.561102, 22.086103]]",POINT,أسماء ثانوية
المديدينة,"[[39.316678, 22.233324]]",POINT,أسماء ثانوية
المرامحه,"[[39.401157, 22.145562]]",POINT,أسماء ثانوية
المرتج,"[[39.124589, 23.120491]]",POINT,أسماء ثانوية
المرواني,"[[39.616678, 22.183328]]",POINT,أسماء ثانوية
المريسيع,"[[39.660237, 22.55167]]",POINT,أسماء ثانوية
المزاميم,"[[39.143965, 22.25122]]",POINT,أسماء ثانوية
المزيرعه,"[[39.492502, 22.384965]]",POINT,أسماء ثانوية
المزيوره,"[[39.360709, 22.15112]]",POINT,أسماء ثانوية
المستظلة,"[[39.138322, 23.054724]]",POINT,أسماء ثانوية
المسماة,"[[39.558442, 22.479873]]",POINT,أسماء ثانوية
المسماة,"[[39.646139, 21.960425]]",POINT,أسماء ثانوية
المشلل,"[[39.341676, 22.41668]]",POINT,أسماء ثانوية
المشوية,"[[39.413323, 22.4161]]",POINT,أسماء ثانوية
المصامة,"[[39.454179, 22.202833]]",POINT,أسماء ثانوية
المصقال,"[[42.082787, 22.148588]]",POINT,أسماء ثانوية
المضحاة,"[[39.82368, 22.382112]]",POINT,أسماء ثانوية
المضيلف,"[[40.966902, 19.629114]]",POINT,أسماء ثانوية
المطيرد,"[[39.50278, 22.18056]]",POINT,أسماء ثانوية
المعالي,"[[39.730554, 22.684729]]",POINT,أسماء ثانوية
المعترضة,"[[39.390278, 22.41668]]",POINT,أسماء ثانوية
المعطون,"[[39.504991, 22.900271]]",POINT,أسماء ثانوية
المعلاة,"[[40.028644, 22.079]]",POINT,أسماء ثانوية
المغاربة,"[[39.341934, 22.139511]]",POINT,أسماء ثانوية
المقر,"[[39.375837, 21.998878]]",POINT,أسماء ثانوية
المقرن,"[[41.749442, 23.316379]]",POINT,أسماء ثانوية
المقوع,"[[39.366653, 22.150283]]",POINT,أسماء ثانوية
المقيتلة,"[[39.191666, 23.083327]]",POINT,أسماء ثانوية
المكسر,"[[39.634466, 22.064431]]",POINT,أسماء ثانوية
الملاحي,"[[39.300005, 22.144446]]",POINT,أسماء ثانوية
الملص,"[[39.26666, 22.758329]]",POINT,أسماء ثانوية
الملقاة,"[[39.522221, 21.977785]]",POINT,أسماء ثانوية
المنحر,"[[39.499991, 22.820835]]",POINT,أسماء ثانوية
المندسه,"[[39.422593, 22.414126]]",POINT,أسماء ثانوية
المواريد,"[[39.9073, 22.936149]]",POINT,أسماء ثانوية
المورحيه,"[[39.51411, 22.448373]]",POINT,أسماء ثانوية
الموطى,"[[40.773504, 20.435536]]",POINT,أسماء ثانوية
الميضه,"[[39.78512, 22.304349]]",POINT,أسماء ثانوية
النباع,"[[39.333329, 22.473607]]",POINT,أسماء ثانوية
النبعة,"[[39.582775, 22.067778]]",POINT,أسماء ثانوية
النجيل,"[[39.530675, 22.191503]]",POINT,أسماء ثانوية
النزة,"[[39.541662, 22.179165]]",POINT,أسماء ثانوية
النزهه,"[[39.36661, 22.005615]]",POINT,أسماء ثانوية
النصائف,"[[38.801115, 23.410556]]",POINT,أسماء ثانوية
النغرة,"[[40.184727, 21.187778]]",POINT,أسماء ثانوية
النغيريه,"[[39.532499, 22.452772]]",POINT,أسماء ثانوية
النمشه,"[[40.860944, 20.673201]]",POINT,أسماء ثانوية
النوره,"[[39.660559, 22.283878]]",POINT,أسماء ثانوية
النويبع,"[[39.266381, 22.468328]]",POINT,أسماء ثانوية
النويبع,"[[39.251919, 22.882397]]",POINT,أسماء ثانوية
الهديبية,"[[39.441669, 22.10417]]",POINT,أسماء ثانوية
الهضاب,"[[39.48334, 22.091661]]",POINT,أسماء ثانوية
الهواشم,"[[39.401028, 22.135327]]",POINT,أسماء ثانوية
العين,"[[39.937212, 22.765002]]",POINT,أسماء ثانوية
العينة,"[[40.97379, 20.295889]]",POINT,أسماء ثانوية
العيينة,"[[39.308331, 22.791674]]",POINT,أسماء ثانوية
الغائضة,"[[39.091673, 22.633338]]",POINT,أسماء ثانوية
الغاير الأعلى,"[[40.859013, 20.672472]]",POINT,أسماء ثانوية
الغاير الاسفل,"[[40.856416, 20.673158]]",POINT,أسماء ثانوية
الغبه,"[[39.389484, 22.0051]]",POINT,أسماء ثانوية
الغراء,"[[39.26666, 22.866669]]",POINT,أسماء ثانوية
الغراميل,"[[42.903929, 21.917446]]",POINT,أسماء ثانوية
الغربة,"[[39.250009, 22.741678]]",POINT,أسماء ثانوية
الغربي,"[[40.579183, 20.684209]]",POINT,أسماء ثانوية
الغرمول العود,"[[42.912083, 21.83346]]",POINT,أسماء ثانوية
الغروف,"[[39.478319, 22.440326]]",POINT,أسماء ثانوية
الغريفان,"[[39.491665, 22.438889]]",POINT,أسماء ثانوية
الغريفين,"[[39.863763, 22.442343]]",POINT,أسماء ثانوية
الغزيلة,"[[39.507222, 22.443652]]",POINT,أسماء ثانوية
الغوقة,"[[40.774663, 20.435236]]",POINT,أسماء ثانوية
الغيث,"[[39.463448, 22.005851]]",POINT,أسماء ثانوية
الفارع,"[[39.098046, 23.11635]]",POINT,أسماء ثانوية
الفارع,"[[39.830289, 22.827508]]",POINT,أسماء ثانوية
الفارع,"[[39.441669, 22.366662]]",POINT,أسماء ثانوية
الفالح,"[[39.685879, 21.958022]]",POINT,أسماء ثانوية
الفتي,"[[40.239444, 21.281419]]",POINT,أسماء ثانوية
الفج,"[[39.526148, 21.981733]]",POINT,أسماء ثانوية
الفجريه,"[[39.351547, 22.130005]]",POINT,أسماء ثانوية
الفراع,"[[40.123336, 21.449282]]",POINT,أسماء ثانوية
الفرع,"[[40.909502, 20.440836]]",POINT,أسماء ثانوية
الفرعة,"[[40.824015, 20.958073]]",POINT,أسماء ثانوية
الفطيمة,"[[40.978253, 20.60061]]",POINT,أسماء ثانوية
الفلج,"[[39.357941, 22.150369]]",POINT,أسماء ثانوية
الفلق,"[[39.773448, 22.732794]]",POINT,أسماء ثانوية
الفنادر,"[[40.190542, 21.175568]]",POINT,أسماء ثانوية
الفيت,"[[39.283333, 22.195837]]",POINT,أسماء ثانوية
الفيصليه,"[[39.285779, 22.182426]]",POINT,أسماء ثانوية
الصحراء,"[[41.350136, 23.465831]]",POINT,أسماء ثانوية
الصحن,"[[41.41232, 20.882606]]",POINT,أسماء ثانوية
الصحن,"[[42.039721, 21.604121]]",POINT,أسماء ثانوية
الصديرة,"[[39.000006, 23.366675]]",POINT,أسماء ثانوية
الصقاع,"[[40.199726, 21.18943]]",POINT,أسماء ثانوية
الصمد,"[[39.283097, 22.544589]]",POINT,أسماء ثانوية
الصمد,"[[39.389441, 21.973321]]",POINT,أسماء ثانوية
الصمد,"[[39.37221, 22.158329]]",POINT,أسماء ثانوية
الصمد,"[[39.842091, 22.170753]]",POINT,أسماء ثانوية
الصميد,"[[39.77819, 22.285531]]",POINT,أسماء ثانوية
الصميده,"[[39.493532, 22.433782]]",POINT,أسماء ثانوية
الصوامله,"[[40.302057, 20.25115]]",POINT,أسماء ثانوية
الصياحه,"[[39.559364, 22.475302]]",POINT,أسماء ثانوية
الضارب,"[[40.767624, 20.978844]]",POINT,أسماء ثانوية
الضبية,"[[39.43182, 22.42964]]",POINT,أسماء ثانوية
الضحياء,"[[40.13252, 21.171041]]",POINT,أسماء ثانوية
الضريبه,"[[40.407264, 21.930707]]",POINT,أسماء ثانوية
الضعضع,"[[39.57917, 22.750003]]",POINT,أسماء ثانوية
الطاشه,"[[40.870707, 20.956335]]",POINT,أسماء ثانوية
الطرف,"[[42.316568, 22.032158]]",POINT,أسماء ثانوية
الطرفاء,"[[39.872775, 21.708469]]",POINT,أسماء ثانوية
الطريف,"[[39.045839, 23.308332]]",POINT,أسماء ثانوية
الطفحاء,"[[39.567904, 22.243989]]",POINT,أسماء ثانوية
الطلحات,"[[40.287552, 21.13349]]",POINT,أسماء ثانوية
الطلحة,"[[40.82556, 20.962236]]",POINT,أسماء ثانوية
الطلعة,"[[39.419632, 22.127001]]",POINT,أسماء ثانوية
الطويرف,"[[39.413881, 22.123332]]",POINT,أسماء ثانوية
الطينه,"[[39.396565, 22.000358]]",POINT,أسماء ثانوية
الطينه,"[[39.351418, 22.149189]]",POINT,أسماء ثانوية
الظهر,"[[39.333329, 22.820835]]",POINT,أسماء ثانوية
العرجاء,"[[40.822406, 20.9464]]",POINT,أسماء ثانوية
العريضه,"[[39.238079, 22.482212]]",POINT,أسماء ثانوية
العزيزيه,"[[39.344509, 22.1579]]",POINT,أسماء ثانوية
العشاريه,"[[41.097429, 21.064632]]",POINT,أسماء ثانوية
العشوة,"[[40.859721, 20.675004]]",POINT,أسماء ثانوية
العطى,"[[40.773997, 20.437596]]",POINT,أسماء ثانوية
العقده,"[[40.892229, 20.653546]]",POINT,أسماء ثانوية
العقلة,"[[39.474993, 22.858322]]",POINT,أسماء ثانوية
العقلة,"[[39.909875, 22.497768]]",POINT,أسماء ثانوية
العقم,"[[39.392231, 22.008877]]",POINT,أسماء ثانوية
العملة,"[[38.88334, 23.012495]]",POINT,أسماء ثانوية
العمنه,"[[40.195563, 21.217496]]",POINT,أسماء ثانوية
العويقر,"[[39.223616, 23.091674]]",POINT,أسماء ثانوية
الشعيبه,"[[39.44448, 20.763474]]",POINT,أسماء ثانوية
الشقبة,"[[40.767281, 20.560441]]",POINT,أسماء ثانوية
الشقة,"[[39.583333, 22.858322]]",POINT,أسماء ثانوية
الشلالة,"[[39.383326, 22.436099]]",POINT,أسماء ثانوية
الشماس,"[[41.674039, 23.306787]]",POINT,أسماء ثانوية
الشميسي,"[[39.616399, 21.444454]]",POINT,أسماء ثانوية
الشوبة,"[[39.351118, 22.564716]]",POINT,أسماء ثانوية
الشيخ حسين,"[[39.560072, 21.993299]]",POINT,أسماء ثانوية
الشيخ دغاليب,"[[39.550545, 21.988106]]",POINT,أسماء ثانوية
الصبيخه,"[[39.698389, 21.759882]]",POINT,أسماء ثانوية
السد السملقي - ثمالة,"[[40.511935, 21.129177]]",POINT,أسماء ثانوية
السربين,"[[40.881114, 20.684767]]",POINT,أسماء ثانوية
السرج,"[[39.016678, 22.758329]]",POINT,أسماء ثانوية
السرحي,"[[41.873059, 23.186946]]",POINT,أسماء ثانوية
السفلى,"[[39.642792, 22.170882]]",POINT,أسماء ثانوية
السليته,"[[39.123323, 22.237186]]",POINT,أسماء ثانوية
السمان,"[[40.028794, 22.10063]]",POINT,أسماء ثانوية
السهم,"[[39.595156, 22.025506]]",POINT,أسماء ثانوية
السويلة,"[[39.424438, 22.365589]]",POINT,أسماء ثانوية
السير,"[[39.149995, 23.069444]]",POINT,أسماء ثانوية
السيسا,"[[39.506943, 21.540821]]",POINT,أسماء ثانوية
الشجنه,"[[40.861394, 20.663331]]",POINT,أسماء ثانوية
الشديق,"[[39.364486, 20.917046]]",POINT,أسماء ثانوية
الشراء,"[[39.350839, 22.767298]]",POINT,أسماء ثانوية
الشراء,"[[39.449995, 22.766676]]",POINT,أسماء ثانوية
الشرع,"[[39.304168, 22.647779]]",POINT,أسماء ثانوية
الشرفيه,"[[39.380364, 22.013168]]",POINT,أسماء ثانوية
الشرمان,"[[40.886049, 20.61857]]",POINT,أسماء ثانوية
الحزم الاحمر,"[[41.71689, 22.025356]]",POINT,أسماء ثانوية
الحزم الاحمر,"[[42.112291, 22.408354]]",POINT,أسماء ثانوية
الحشيمر,"[[40.77198, 20.442359]]",POINT,أسماء ثانوية
الحصن,"[[39.336119, 22.156398]]",POINT,أسماء ثانوية
الحلق,"[[39.166667, 22.751398]]",POINT,أسماء ثانوية
الحلق,"[[39.48334, 22.161119]]",POINT,أسماء ثانوية
الحليفية,"[[40.853734, 20.67009]]",POINT,أسماء ثانوية
الحمار,"[[42.46484, 22.856777]]",POINT,أسماء ثانوية
الحمدانيه,"[[39.488554, 22.112174]]",POINT,أسماء ثانوية
الحمرة,"[[39.308331, 22.722216]]",POINT,أسماء ثانوية
الحمنه,"[[39.920154, 22.97621]]",POINT,أسماء ثانوية
الحميراء,"[[39.366674, 22.28332]]",POINT,أسماء ثانوية
الحميرات,"[[39.404569, 22.16114]]",POINT,أسماء ثانوية
الحميمة,"[[39.355559, 22.397218]]",POINT,أسماء ثانوية
الحنكة,"[[40.771894, 20.441523]]",POINT,أسماء ثانوية
الحنو,"[[39.500313, 22.238731]]",POINT,أسماء ثانوية
الحنيطه,"[[40.172689, 21.211038]]",POINT,أسماء ثانوية
الحوج,"[[39.490399, 22.372434]]",POINT,أسماء ثانوية
الحومة,"[[39.283333, 22.793069]]",POINT,أسماء ثانوية
