name,lon_lat,coor_type,category,city
جبل ام اذن,"[[38.07724, 31.333523]]",POINT,جبال,northern_border
جبل ام اذن,"[[43.153803, 29.744647]]",POINT,جبال,northern_border
جبل زلاقة,"[[38.755753, 31.274171]]",POINT,جبال,northern_border
جبل سنار,"[[43.833067, 28.722167]]",POINT,جبال,northern_border
جبل طيب اسم,"[[38.06797, 31.271553]]",POINT,جبال,northern_border
جبل عاقر,"[[38.516736, 31.140382]]",POINT,جبال,northern_border
جبل عبدي,"[[38.136699, 31.372747]]",POINT,جبال,northern_border
جبل عمود الحره,"[[39.331591, 30.98166]]",POINT,جبال,northern_border
جبل كتيفة,"[[38.56081, 31.537135]]",POINT,جبال,northern_border
جبل لس,"[[38.532035, 31.225419]]",POINT,جبال,northern_border
جبل مشاور,"[[38.514462, 31.051655]]",POINT,جبال,northern_border
جبل مصلوخ,"[[38.265724, 31.259494]]",POINT,جبال,northern_border
جبل وعيلة,"[[38.924196, 31.742721]]",POINT,جبال,northern_border
حزم الابيتر,"[[39.69841, 31.507394]]",POINT,جبال,northern_border
حزم الجلاميد,"[[39.969828, 31.223316]]",POINT,جبال,northern_border
حزم الصداوي,"[[44.592476, 29.295902]]",POINT,جبال,northern_border
حزم الضيرين,"[[44.470596, 28.202119]]",POINT,جبال,northern_border
حزم القعساء,"[[39.384441, 31.532822]]",POINT,جبال,northern_border
حزم المركوز,"[[44.948931, 28.972406]]",POINT,جبال,northern_border
حزم ام الارجام,"[[42.92294, 29.035084]]",POINT,جبال,northern_border
حزم ام الارجام,"[[45.283585, 29.027703]]",POINT,جبال,northern_border
حزم جدلا,"[[41.816046, 29.482327]]",POINT,جبال,northern_border
حزم جلاعدة,"[[43.241715, 29.978278]]",POINT,جبال,northern_border
حزم فلجاء,"[[45.668492, 29.071949]]",POINT,جبال,northern_border
حزن زبالة,"[[43.500001, 29.000001]]",POINT,جبال,northern_border
حزوم ارقط,"[[39.540975, 31.688969]]",POINT,جبال,northern_border
حزوم الحوايا,"[[44.044619, 29.286418]]",POINT,جبال,northern_border
حزوم الشعران,"[[39.796128, 31.006336]]",POINT,جبال,northern_border
حزوم الطويخات,"[[44.089594, 28.085346]]",POINT,جبال,northern_border
حزوم الغرابة,"[[40.457196, 30.998633]]",POINT,جبال,northern_border
حزوم الندوف,"[[39.776623, 31.155231]]",POINT,جبال,northern_border
حزوم بطين,"[[39.63202, 31.778083]]",POINT,جبال,northern_border
حزوم عروس,"[[39.635217, 31.097381]]",POINT,جبال,northern_border
حزوم قبعة,"[[43.130715, 28.615823]]",POINT,جبال,northern_border
حزوم كتيفة,"[[39.553828, 31.283398]]",POINT,جبال,northern_border
سمر الحجول,"[[41.040158, 31.402359]]",POINT,جبال,northern_border
شداد المسماء,"[[38.24873, 31.013567]]",POINT,جبال,northern_border
ضلع القليلة,"[[40.526204, 31.607323]]",POINT,جبال,northern_border
ضلع المسيكين,"[[42.027426, 29.636564]]",POINT,جبال,northern_border
ضلع سنار القيصومه,"[[43.102412, 29.265218]]",POINT,جبال,northern_border
ضلعان البضاضيك,"[[44.765275, 28.387578]]",POINT,جبال,northern_border
ضلعان السهلة,"[[43.162279, 29.254231]]",POINT,جبال,northern_border
ضليعات الهمل,"[[44.091654, 29.260797]]",POINT,جبال,northern_border
ضليعات مريشد,"[[45.068278, 28.70822]]",POINT,جبال,northern_border
عبد ام ذروق,"[[38.094449, 31.097081]]",POINT,جبال,northern_border
غار ابن شرهان,"[[44.930263, 29.020107]]",POINT,جبال,northern_border
غويرات البقر,"[[39.927084, 31.960559]]",POINT,جبال,northern_border
غويرات البقر,"[[40.079091, 31.934831]]",POINT,جبال,northern_border
كهف العقرب السوداء,"[[42.308972, 29.768701]]",POINT,جبال,northern_border
كهف رجل المكسور,"[[42.301719, 29.751985]]",POINT,جبال,northern_border
كهيف البل,"[[44.685924, 27.827897]]",POINT,جبال,northern_border
كهيف الغنم,"[[44.636078, 27.911239]]",POINT,جبال,northern_border
مكمن الشداد,"[[38.24182, 30.996551]]",POINT,جبال,northern_border
مكمن مشاور,"[[38.284435, 31.070924]]",POINT,جبال,northern_border
العقم,"[[38.086188, 31.658199], [38.084128, 31.657212], [38.078184, 31.655002], [38.075566, 31.654358], [38.072605, 31.653972], [38.068442, 31.653821], [38.063185, 31.653457], [38.061511, 31.653092], [38.058422, 31.652169], [38.049796, 31.650324], [38.048315, 31.650152], [38.047113, 31.649852], [38.045526, 31.649423], [38.044775, 31.649058], [38.044324, 31.648757], [38.043723, 31.648521], [38.042049, 31.648135], [38.038359, 31.647406], [38.032608, 31.647105], [38.030226, 31.646869], [38.028188, 31.646354], [38.027093, 31.646225], [38.022308, 31.645539], [38.019412, 31.645195], [38.017802, 31.644831], [38.015592, 31.644616], [38.014026, 31.644509], [38.012824, 31.644552], [38.011129, 31.644402], [38.008876, 31.644766], [38.006902, 31.644509], [38.005679, 31.64408], [38.001409, 31.641741], [38.000443, 31.641655], [37.999606, 31.641912], [37.998362, 31.642449]]",LINESTRING,رسم حدود,northern_border
العقم,"[[38.175774, 31.664314], [38.172448, 31.664078], [38.115241, 31.665602], [38.10756, 31.664593], [38.099878, 31.662791], [38.094985, 31.65998], [38.086188, 31.658199]]",LINESTRING,رسم حدود,northern_border
العقم,"[[38.26566, 31.725082], [38.203325, 31.708281], [38.198025, 31.70047], [38.175774, 31.664314]]",LINESTRING,رسم حدود,northern_border
العقم,"[[38.297224, 31.73285], [38.26566, 31.725082]]",LINESTRING,رسم حدود,northern_border
العقم,"[[38.376939, 31.752698], [38.365846, 31.749523], [38.297224, 31.73285]]",LINESTRING,رسم حدود,northern_border
العقم,"[[38.459895, 31.773663], [38.406036, 31.760445], [38.376939, 31.752698]]",LINESTRING,رسم حدود,northern_border
العقم,"[[38.604262, 31.808681], [38.584328, 31.803489], [38.54358, 31.79306]]",LINESTRING,رسم حدود,northern_border
العقم,"[[38.54358, 31.79306], [38.496523, 31.782289], [38.472984, 31.777031], [38.459895, 31.773663]]",LINESTRING,رسم حدود,northern_border
العقم,"[[38.689985, 31.830268], [38.675115, 31.827779], [38.656061, 31.8225], [38.630655, 31.815698], [38.604262, 31.808681]]",LINESTRING,رسم حدود,northern_border
العقم,"[[38.77425, 31.85076], [38.736269, 31.841576], [38.719254, 31.837349], [38.7005, 31.832628], [38.689985, 31.830268]]",LINESTRING,رسم حدود,northern_border
العقم,"[[38.853514, 31.870093], [38.813689, 31.860394], [38.782489, 31.852863], [38.77425, 31.85076]]",LINESTRING,رسم حدود,northern_border
العقم,"[[38.93338, 31.887903], [38.898597, 31.880543], [38.853514, 31.870093]]",LINESTRING,رسم حدود,northern_border
العقم,"[[39.074936, 31.924381], [39.049101, 31.917772], [39.036076, 31.914425], [39.020391, 31.910219], [39.006679, 31.9067]]",LINESTRING,رسم حدود,northern_border
العقم,"[[39.006679, 31.9067], [38.978848, 31.899533], [38.968699, 31.896873], [38.93338, 31.887903]]",LINESTRING,رسم حدود,northern_border
العقم,"[[39.150724, 31.967382], [39.135189, 31.958349], [39.12813, 31.954637], [39.121885, 31.950796], [39.117744, 31.94865], [39.114997, 31.947319], [39.106607, 31.932707], [39.074936, 31.924381]]",LINESTRING,رسم حدود,northern_border
العقم,"[[39.32687, 32.011092], [39.317493, 32.0118], [39.307151, 32.013345], [39.297259, 32.014396], [39.292495, 32.014847], [39.290972, 32.014568], [39.27475, 32.009547], [39.252734, 32.002702], [39.245267, 32.000642], [39.241555, 31.999805]]",LINESTRING,رسم حدود,northern_border
العقم,"[[39.241555, 31.999805], [39.234066, 31.997595], [39.192352, 31.986716], [39.188576, 31.986029], [39.184027, 31.98487], [39.180658, 31.984141], [39.178576, 31.983562], [39.175529, 31.98281], [39.172118, 31.98118], [39.167011, 31.978669], [39.160531, 31.973863], [39.156346, 31.970816], [39.150724, 31.967382]]",LINESTRING,رسم حدود,northern_border
العقم,"[[39.415061, 32.002659], [39.398925, 32.004354], [39.366009, 32.008882], [39.360709, 32.009375], [39.32687, 32.011092]]",LINESTRING,رسم حدود,northern_border
العقم,"[[39.50218, 31.992638], [39.456646, 31.998367], [39.439244, 32.000234], [39.415061, 32.002659]]",LINESTRING,رسم حدود,northern_border
العقم,"[[39.5643, 31.981072], [39.548893, 31.98384], [39.53177, 31.987338], [39.505248, 31.992488], [39.504218, 31.992617], [39.503617, 31.99266], [39.50218, 31.992638]]",LINESTRING,رسم حدود,northern_border
العقم,"[[39.652619, 31.967232], [39.638886, 31.969271], [39.620497, 31.972232], [39.605155, 31.974807], [39.59228, 31.976545], [39.5643, 31.981072]]",LINESTRING,رسم حدود,northern_border
العقم,"[[39.652619, 31.967232], [39.68354, 31.96264], [39.694333, 31.960945]]",LINESTRING,رسم حدود,northern_border
العقم,"[[39.694333, 31.960945], [39.744265, 31.954186]]",LINESTRING,رسم حدود,northern_border
العقم,"[[39.744265, 31.954186], [39.826727, 31.954036]]",LINESTRING,رسم حدود,northern_border
العقم,"[[39.857562, 31.947319], [39.837713, 31.951718], [39.834173, 31.952362], [39.826727, 31.954036]]",LINESTRING,رسم حدود,northern_border
العقم,"[[39.991157, 31.927986], [39.983304, 31.929574], [39.978089, 31.930196], [39.971802, 31.931312], [39.944379, 31.93511], [39.936719, 31.936054]]",LINESTRING,رسم حدود,northern_border
العقم,"[[39.936719, 31.936054], [39.899576, 31.941333], [39.884148, 31.9435], [39.862068, 31.94644], [39.857562, 31.947319]]",LINESTRING,رسم حدود,northern_border
العقم,"[[40.081902, 31.912537], [40.046732, 31.918459], [40.034437, 31.920562], [40.015683, 31.923738], [40.007443, 31.925561], [39.991157, 31.927986]]",LINESTRING,رسم حدود,northern_border
العقم,"[[40.231569, 31.886981], [40.218501, 31.889298], [40.196679, 31.892881], [40.188074, 31.894319], [40.161059, 31.898997]]",LINESTRING,رسم حدود,northern_border
العقم,"[[40.161059, 31.898997], [40.081902, 31.912537]]",LINESTRING,رسم حدود,northern_border
العقم,"[[40.393832, 31.852562], [40.382566, 31.854622], [40.377116, 31.855459], [40.364971, 31.857369], [40.358019, 31.858571], [40.348363, 31.860394], [40.342333, 31.861875], [40.331283, 31.865008], [40.329094, 31.865673], [40.320425, 31.868634], [40.314438, 31.870694], [40.303152, 31.874514]]",LINESTRING,رسم حدود,northern_border
العقم,"[[40.303152, 31.874514], [40.299718, 31.875608], [40.296864, 31.876166], [40.287337, 31.877711], [40.276051, 31.879578], [40.265172, 31.881444], [40.245495, 31.88462], [40.231569, 31.886981]]",LINESTRING,رسم حدود,northern_border
العقم,"[[40.479834, 31.80145], [40.468805, 31.806686], [40.46505, 31.808703], [40.452046, 31.816728], [40.440803, 31.82353], [40.430203, 31.83001], [40.401986, 31.847498], [40.401235, 31.84782], [40.400612, 31.848185], [40.397351, 31.850331], [40.393832, 31.852562]]",LINESTRING,رسم حدود,northern_border
العقم,"[[40.563004, 31.755853], [40.521998, 31.778233], [40.508759, 31.785293], [40.496314, 31.792159], [40.479834, 31.80145]]",LINESTRING,رسم حدود,northern_border
العقم,"[[40.629501, 31.719589], [40.563004, 31.755853]]",LINESTRING,رسم حدود,northern_border
العقم,"[[40.69351, 31.684549], [40.66083, 31.70238], [40.629501, 31.719589]]",LINESTRING,رسم حدود,northern_border
العقم,"[[40.805798, 31.618459], [40.796893, 31.62406], [40.790606, 31.627514], [40.77683, 31.635518], [40.75387, 31.64923]]",LINESTRING,رسم حدود,northern_border
العقم,"[[40.75387, 31.64923], [40.704346, 31.678305], [40.69351, 31.684549]]",LINESTRING,رسم حدود,northern_border
العقم,"[[40.888238, 31.57342], [40.885513, 31.5749], [40.879891, 31.57799], [40.876501, 31.579685], [40.871179, 31.581917], [40.86766, 31.583354], [40.863819, 31.584942], [40.857854, 31.587367], [40.853198, 31.589363], [40.850816, 31.590564], [40.841718, 31.59683], [40.838757, 31.598954], [40.835624, 31.60095], [40.831225, 31.603632], [40.825453, 31.607366], [40.815883, 31.613116], [40.80966, 31.616378], [40.805798, 31.618459]]",LINESTRING,رسم حدود,northern_border
العقم,"[[40.979154, 31.525784], [40.976923, 31.526899], [40.976172, 31.527243], [40.974648, 31.527843], [40.973403, 31.528788], [40.971344, 31.529968], [40.969563, 31.531169], [40.965571, 31.533294], [40.957654, 31.537993], [40.954049, 31.540053], [40.951624, 31.541254], [40.948319, 31.543164], [40.944479, 31.545117], [40.940895, 31.546984], [40.937204, 31.549022], [40.935295, 31.550159], [40.933363, 31.551168], [40.929866, 31.552927], [40.926132, 31.554666], [40.921841, 31.557219], [40.918257, 31.559086], [40.907314, 31.564407], [40.90167, 31.567068], [40.8971, 31.569128], [40.891993, 31.57166], [40.888238, 31.57342]]",LINESTRING,رسم حدود,northern_border
العقم,"[[41.068997, 31.477718], [41.058097, 31.485679], [41.053569, 31.488318], [41.030374, 31.499519], [41.016533, 31.507072], [41.007242, 31.512115], [40.998681, 31.517093], [40.995827, 31.518381], [40.993509, 31.519926], [40.992393, 31.520398], [40.98954, 31.521471], [40.986493, 31.522779], [40.983231, 31.524239], [40.981429, 31.524796], [40.979154, 31.525784]]",LINESTRING,رسم حدود,northern_border
العقم,"[[41.15191, 31.42504], [41.134915, 31.436112], [41.123929, 31.443193], [41.11614, 31.447549], [41.105561, 31.453686], [41.096399, 31.459479], [41.09082, 31.463106], [41.082194, 31.468921], [41.077387, 31.47229], [41.068997, 31.477718]]",LINESTRING,رسم حدود,northern_border
العقم,"[[41.22669, 31.379228], [41.207185, 31.390171], [41.182508, 31.406479], [41.167316, 31.415856], [41.162918, 31.418946], [41.15191, 31.42504]]",LINESTRING,رسم حدود,northern_border
العقم,"[[41.301899, 31.334231], [41.298766, 31.33569], [41.293037, 31.33893], [41.290204, 31.341398], [41.284282, 31.344573], [41.273618, 31.351161], [41.258082, 31.361032], [41.248856, 31.367319], [41.243706, 31.370451], [41.22669, 31.379228]]",LINESTRING,رسم حدود,northern_border
العقم,"[[41.401248, 31.281767], [41.392837, 31.28329], [41.387944, 31.28387], [41.381185, 31.285973], [41.378953, 31.28726], [41.37758, 31.288226], [41.373417, 31.293526], [41.368461, 31.299384], [41.365178, 31.30331], [41.364019, 31.306014], [41.363525, 31.307473], [41.361551, 31.308374], [41.357582, 31.311421], [41.353869, 31.314168], [41.351252, 31.315906], [41.34623, 31.319168], [41.343334, 31.320498], [41.341682, 31.32112], [41.337883, 31.321871], [41.330566, 31.324618]]",LINESTRING,رسم حدود,northern_border
العقم,"[[41.330566, 31.324618], [41.326726, 31.325519], [41.324923, 31.32597], [41.323528, 31.326184], [41.32194, 31.326764], [41.32149, 31.327021], [41.32031, 31.327279], [41.31973, 31.3276], [41.318336, 31.328158], [41.315095, 31.329103], [41.309366, 31.331313], [41.3081, 31.331999], [41.30722, 31.332128], [41.306319, 31.332428], [41.305161, 31.333115], [41.303358, 31.333866], [41.301899, 31.334231]]",LINESTRING,رسم حدود,northern_border
العقم,"[[41.490877, 31.251791], [41.470685, 31.260631], [41.438198, 31.27387], [41.433885, 31.275952], [41.429894, 31.276853], [41.420603, 31.278377], [41.409767, 31.280801], [41.401248, 31.281767]]",LINESTRING,رسم حدود,northern_border
العقم,"[[41.620159, 31.19791], [41.600053, 31.206193], [41.593595, 31.209326], [41.575892, 31.216557]]",LINESTRING,رسم حدود,northern_border
